# CSV-File created with merge-csv.com,,,,,,
title, link ,,lat,lon,,
Franklin Public Library,http://www.franklin.lib.mi.us/,MI,32.741646,-89.678696,,
Galesburg Memorial Library,http://www.galesburg.michlibrary.org/,MI,32.741646,-89.678696,,
Genesee District Library,http://www.thegdl.org,MI,32.741646,-89.678696,,
Glen Lake Community Library,http://www.glenlakelibrary.net/,MI,32.741646,-89.678696,,
Grace A. Dow Memorial Library,http://www.midland-mi.org/gracedowlibrary/,MI,32.741646,-89.678696,,
Grand Rapids Public Library,http://www.grpl.org/,MI,32.741646,-89.678696,,
Grosse Pointe Public Library,http://www.gp.lib.mi.us/,MI,32.741646,-89.678696,,
Hackley Public Library,http://www.hackleylibrary.org/,MI,32.741646,-89.678696,,
Herrick District Library,http://www.herrickdl.org/,MI,32.741646,-89.678696,,
Hesperia Community Library,http://www.hesperialibrary.org/,MI,32.741646,-89.678696,,
Hillsdale Community Library,http://www.hillsdale-library.org/,MI,32.741646,-89.678696,,
Huntington Woods Library,http://www.huntington-woods.lib.mi.us/,MI,32.741646,-89.678696,,
Iosco-Arenac District Library,http://www.ioscoarenaclibrary.org/,MI,32.741646,-89.678696,,
Jackson District Library,http://www.myjdl.com/,MI,32.741646,-89.678696,,
Jordan Valley District Library,http://www.jvdl.info/,MI,32.741646,-89.678696,,
Kalamazoo Public Library,http://www.kpl.gov/,MI,32.741646,-89.678696,,
Kent District Library,http://www.kdl.org/,MI,32.741646,-89.678696,,
Lake Odessa Community Library,http://www.lakeodessalibrary.org/,MI,32.741646,-89.678696,,
Lakeland Library Cooperative,http://www.lakeland.lib.mi.us/,MI,32.741646,-89.678696,,
Lapeer District Library,http://www2.library.lapeer.org//,MI,32.741646,-89.678696,,
Lincoln Township Public Library,http://www.lincolntownshiplibrary.org/,MI,32.741646,-89.678696,,
Livonia Public Library,http://livonia.lib.mi.us/,MI,32.741646,-89.678696,,
Loutit District Library,http://loutitlibrary.org/,MI,32.741646,-89.678696,,
Mackinaw Area Public Library,http://www.mackinawareapubliclibrary.org/,MI,32.741646,-89.678696,,
Mason County District Library,http://www.masoncounty.lib.mi.us/,MI,32.741646,-89.678696,,
Milan Public Library,http://milanlibrary.org/,MI,32.741646,-89.678696,,
Monroe County Library System,http://monroe.lib.mi.us/,MI,32.741646,-89.678696,,
Mount Clemens Public Library,http://www.mtclib.org/,MI,32.741646,-89.678696,,
Northville District Library,http://northville.lib.mi.us/,MI,32.741646,-89.678696,,
Novi Public Library,http://www.novilibrary.org/,MI,32.741646,-89.678696,,
Oak Park Public Library - Michigan,http://www.oakpark-mi.com/library/,MI,32.741646,-89.678696,,
Orion Township Public Library,http://www.orion.lib.mi.us/,MI,32.741646,-89.678696,,
Otsego County Library,http://www.otsego.lib.mi.us/,MI,32.741646,-89.678696,,
Otsego District Library,http://www.otsegolibrary.org/,MI,32.741646,-89.678696,,
Patmos Library,http://www.patmoslibrary.michlibrary.org/,MI,32.741646,-89.678696,,
Petoskey Public Library,http://www.petoskeylibrary.org/,MI,32.741646,-89.678696,,
Plymouth District Library,http://www.plymouth.lib.mi.us,MI,32.741646,-89.678696,,
Pontiac Public Library,http://www.pontiac.lib.mi.us/,MI,32.741646,-89.678696,,
Portage District Library,http://www.pdl.lib.mi.us/,MI,32.741646,-89.678696,,
Presque Isle District Library,http://www.pidl.org/,MI,32.741646,-89.678696,,
Public Libraries of Saginaw,http://www.saginaw.lib.mi.us/,MI,32.741646,-89.678696,,
Rawson Memorial District Library,http://www2.rawson.lib.mi.us/,MI,32.741646,-89.678696,,
Redford Township District Library,http://www.redfordlibrary.org/,MI,32.741646,-89.678696,,
Reynolds Township Library,http://reynolds.llcoop.org/,MI,32.741646,-89.678696,,
Richland Community Library,http://richlandlibrary.org/richland/,MI,32.741646,-89.678696,,
Rochester Hills Public Library,http://www.rhpl.org/,MI,32.741646,-89.678696,,
Romeo District Library,http://romeodistrictlibrary.org/,MI,32.741646,-89.678696,,
Royal Oak Public Library,http://www.ropl.org/,MI,32.741646,-89.678696,,
Salem-South Lyon District Library,http://ssldl.info/,MI,32.741646,-89.678696,,
Saline District Library,http://saline.lib.mi.us/,MI,32.741646,-89.678696,,
Sandusky District Library,http://sandusky.lib.mi.us/,MI,32.741646,-89.678696,,
Shelby Township Library,http://www.shelbytwplib.org/,MI,32.741646,-89.678696,,
Shiawassee District Librar,http://www.sdl.lib.mi.us/,MI,32.741646,-89.678696,,
St. Clair County Library.,http://www.sccl.lib.mi.us/,MI,32.741646,-89.678696,,
St. Clair Shores Public Library,http://www.scslibrary.org/,MI,32.741646,-89.678696,,
St. Ignace Public Library,http://joomla.uproc.lib.mi.us/StIgnace/,MI,32.741646,-89.678696,,
Sterling Heights Public Library,http://www.shpl.net/,MI,32.741646,-89.678696,,
Tamarack District Library,http://lakeview.llcoop.org/,MI,32.741646,-89.678696,,
Three Oaks Public Library,http://www.threeoaks.michlibrary.org/,MI,32.741646,-89.678696,,
Traverse Area District Library,http://www.tadl.org/,MI,32.741646,-89.678696,,
Troy Public Library,http://www.troylibrary.info/,MI,32.741646,-89.678696,,
Van Buren District Library,http://www1.youseemore.com/vanburen/default.asp,MI,32.741646,-89.678696,,
Warren Public Library,http://www.warrenlibrary.net/,MI,32.741646,-89.678696,,
Waterford Township Public Library,http://www.waterford.lib.mi.us/,MI,32.741646,-89.678696,,
West Bloomfield Township Public Library,http://www.wblib.org/,MI,32.741646,-89.678696,,
West Branch Public Library.,http://www.westbranchlibrary.org/,MI,32.741646,-89.678696,,
Willard Library,http://www.willard.lib.mi.us/,MI,32.741646,-89.678696,,
Wixom Public Library,http://www.wixomlibrary.org/,MI,32.741646,-89.678696,,
Ypsilanti Distict Library,http://www.ypsilibrary.org/,MICAnoka County Library,32.741646,-89.678696,,
Arrowhead Library System - Minnesota,http://www.arrowhead.lib.mn.us,MN,45.694454,-93.900192,,
Blue Earth County Library,http://www.beclibrary.org,MN,45.694454,-93.900192,,
Buckham Memorial Library,http://www.faribault.org/library/,MN,45.694454,-93.900192,,
Cannon Falls Library,http://cannonfallslibrary.org/,MN,45.694454,-93.900192,,
Carver County Library System,https://www.carverlib.org/SitePages/default.aspx,MN,45.694454,-93.900192,,
Cloquet Public Library,http://www.cloquet.lib.mn.us/,MN,45.694454,-93.900192,,
Dakota County Library,http://www.co.dakota.mn.us/LeisureRecreation/CountyLibraries/default.htm,MN,45.694454,-93.900192,,
Duluth Public Library,http://www.duluth.lib.mn.us/,MN,45.694454,-93.900192,,
East Central Regional Library,http://ecrl.lib.mn.us/,MN,45.694454,-93.900192,,
Great River Regional Library,http://www.griver.org/,MN,45.694454,-93.900192,,
Hennepin County Library,http://www.hclib.org/,MN,45.694454,-93.900192,,
Hibbing Public Library,http://www.hibbing.mn.us/index.asp?Type=B_BASIC&SEC={4C158728-884C-42F1-A81C-C44EAC59740A},MN,45.694454,-93.900192,,
Lake Agassiz Regional Library,http://larl.org/,MN,45.694454,-93.900192,,
New Ulm Public Library,http://www.newulmlibrary.org/,MN,45.694454,-93.900192,,
Owatonna Public Library,http://ci.owatonna.mn.us/library/,MN,45.694454,-93.900192,,
Plainview Public Library,http://plainview.lib.mn.us/,MN,45.694454,-93.900192,,
Plum Creek Library System,http://www.plumcreeklibrary.org/,MN,45.694454,-93.900192,,
Ramsey County Library,http://www.rclreads.org/,MN,45.694454,-93.900192,,
Rochester Public Library,http://www.rochesterpubliclibrary.org/,MN,45.694454,-93.900192,,
Rushford Public Library,http://www.rushford.lib.mn.us/,MN,45.694454,-93.900192,,
Slayton Public Library,http://www.plumcreeklibrary.org/slayton/,MN,45.694454,-93.900192,,
St. Paul Public Library,http://www.sppl.org/,MN,45.694454,-93.900192,,
Traverse des Sioux Library System,http://tdslib.org/,MN,45.694454,-93.900192,,
Viking Public Library System,http://www.viking.lib.mn.us,MN,45.694454,-93.900192,,
Virginia Public Library,http://www.virginia.lib.mn.us/,MN,45.694454,-93.900192,,
Wabasso Public Library,http://www.plumcreeklibrary.org/wabasso/,MN,45.694454,-93.900192,,
Washington County Library,http://library.washco.utah.gov,MN,45.694454,-93.900192,,
Willmar Public Library,http://www.willmarpubliclibrary.org/,MN,45.694454,-93.900192,,
Winona Public Library,http://www.cityofwinona.com/city-services/winona-public-library/,MN,45.694454,-93.900192,,
Zumbrota Public Library,http://www.zumbrota.info/,MNStarkville Public Library,45.694454,-93.900192,,
Bolivar County Library System,http://www.bolivar.lib.ms.us,MI,32.741646,-89.678696,,
Central Mississippi Regional Library System,http://www.cmrls.lib.ms.us,MI,32.741646,-89.678696,,
Columbus-Lowndes Public Library,http://www.lowndeslibrary.org,MI,32.741646,-89.678696,,
Dixie Regional Library System,http://www.dixie.lib.ms.us/,MI,32.741646,-89.678696,,
First Regional Library,http://www.firstregional.org/,MI,32.741646,-89.678696,,
Hancock County Library,http://www.hancocklibraries.info,MI,32.741646,-89.678696,,
Harrison County Library System,http://www.harrison.lib.ms.us/,MI,32.741646,-89.678696,,
Jackson-George County Library System,http://www.jgrls.org/,MI,32.741646,-89.678696,,
Jackson-Hinds Library System,http://www.jhlibrary.com/,MI,32.741646,-89.678696,,
Laurel Jones County Library,http://www.laurel.lib.ms.us/,MI,32.741646,-89.678696,,
Natchez Adams Wilkinson Library Service,http://www.naw.lib.ms.us/,MI,32.741646,-89.678696,,
Pearl River County Library System,http://www.pearlriver.lib.ms.us/,MI,32.741646,-89.678696,,
The Library of Hattiesburg Petal and Forrest County,http://www.hpfc.lib.ms.us/client/default2e,MIKansas City Public Library,32.741646,-89.678696,,
Mid-Continent Public Library,http://www.mymcpl.org/,MO,38.456085,-92.288368,,
Springfield-Greene County Library District,http://thelibrary.org/,MO,38.456085,-92.288368,,
Barton County Library,http://bartoncounty.lib.mo.us,MO,38.456085,-92.288368,,
Bollinger County Library,http://www.bocolib.com,MO,38.456085,-92.288368,,
Boonslick Regional Library,http://brl.lib.mo.us,MO,38.456085,-92.288368,,
Cape Girardeau Public Library,http://www.capelibrary.org,MO,38.456085,-92.288368,,
Carnegie Public Library.,http://carnegie.lib.mo.us,MO,38.456085,-92.288368,,
Carthage Public Library,http://carthage.lib.mo.us/,MO,38.456085,-92.288368,,
Christian County Library,http://christiancounty.lib.mo.us,MO,38.456085,-92.288368,,
Daniel Boone Regional Library,http://www.dbrl.org/,MO,38.456085,-92.288368,,
Daviess County Library,http://www.grm.net/~daviess/,MO,38.456085,-92.288368,,
Ferguson Municipal Public Library,http://www.ferguson.lib.mo.us/,MO,38.456085,-92.288368,,
Gentry County Library,http://www.gentrycountylibrary.org/,MO,38.456085,-92.288368,,
Grundy County Jewett Norris Library,http://grundycountylibrary.org/,MO,38.456085,-92.288368,,
Hannibal Free Public Library,http://www.hannibal.lib.mo.us/,MO,38.456085,-92.288368,,
Heartland Regional Library System,http://heartland.lib.mo.us/,MO,38.456085,-92.288368,,
Jefferson County Library,http://www.jeffersoncountylibrary.org/,MO,38.456085,-92.288368,,
Joplin Public Library,http://www.joplinpubliclibrary.org/,MO,38.456085,-92.288368,,
Kirkwood Public Library,http://kpl.lib.mo.us/,MO,38.456085,-92.288368,,
La Plata Public Library,http://www.ccplonline.org/,MO,38.456085,-92.288368,,
Little Dixie Regional Libraries,http://www.little-dixie.lib.mo.us/,MO,38.456085,-92.288368,,
McDonald County Public Library,http://www.librarymail.org/,MO,38.456085,-92.288368,,
Missouri River Regional Library,http://www.mrrl.org/,MO,38.456085,-92.288368,,
Mound City Public Library,http://moundcitypubliclibrary.lib.mo.us/,MO,38.456085,-92.288368,,
Neosho Newton County Library,http://www.neosholibrary.org/,MO,38.456085,-92.288368,,
Richmond Heights Memorial Library,http://www.rhml.lib.mo.us/,MO,38.456085,-92.288368,,
Riverside Regional Library,http://www.riversideregionallibrary.org/,MO,38.456085,-92.288368,,
Rolling Hills Consolidated Library,http://www.rhcl.org/,MO,38.456085,-92.288368,,
Scenic Regional Library,http://scenicregional.org/,MO,38.456085,-92.288368,,
St. Charles City - County Public Library,http://www.youranswerplace.org/,MO,38.456085,-92.288368,,
St. Clair County Library,http://mostclair.lib.mo.us/,MO,38.456085,-92.288368,,
St. Joseph Public Library,http://sjpl.lib.mo.us/,MO,38.456085,-92.288368,,
St. Louis Public Library,http://www.slpl.org/index.asp,MO,38.456085,-92.288368,,
University City Public Library,http://www.ucpl.lib.mo.us/,MO,38.456085,-92.288368,,
Webster County Library,http://www.webstercounty.lib.mo.us/,MO,38.456085,-92.288368,,
Webster Groves Public Library,http://wgpl.lib.mo.us/,MO,38.456085,-92.288368,,
West Plains Public Library,http://www1.youseemore.com/westplains/,MO,38.456085,-92.288368,,
Wood Place Public Library,http://www.woodplacelibrary.org/,MOBelgrade Community Library,38.456085,-92.288368,,
Bozeman Public Library,http://www.bozemanlibrary.org,MT,46.921925,-110.454353,,
Flathead County Library,http://www.flatheadcountylibrary.org/,MT,46.921925,-110.454353,,
Glacier County Library,http://www.glaciercountygov.com/library/index.htm,MT,46.921925,-110.454353,,
Great Falls Public Library,http://www.greatfallslibrary.org/,MT,46.921925,-110.454353,,
Havre-Hill County Library,http://www.havrehilllibrary.org/,MT,46.921925,-110.454353,,
Lewis & Clark Library,http://www.lewisandclarklibrary.org,MT,46.921925,-110.454353,,
Lewistown Public Library,http://www.lewistownlibrary.org/,MT,46.921925,-110.454353,,
Lincoln County Public,http://www.lincolncountylibraries.com/,MT,46.921925,-110.454353,,
Livingston-Park County Public Library,http://www.livingstonpubliclibrary.org/,MT,46.921925,-110.454353,,
Madison Valley Public Library,http://www.mvlibrary.org/,MT,46.921925,-110.454353,,
Missoula Public Library,http://www.missoulapubliclibrary.org/,MT,46.921925,-110.454353,,
Parmly Billings Library,http://ci.billings.mt.us/index.aspx?NID=258,MT,46.921925,-110.454353,,
Ronan City Library,http://www.ronancitylibrary.org/,MT,46.921925,-110.454353,,
Sidney Public Library,http://www.sidneypubliclibrary.org,MTBellevue Public Library,46.921925,-110.454353,,
Grand Island Public Library,http://www.grand-island.com/index.aspx?page=47,NE,41.12537,-98.268082,,
Atkinson Public Library,http://www.atkinsonpubliclibrary.org,NE,41.12537,-98.268082,,
Baright Public Library,http://ralstonlibrary.org/,NE,41.12537,-98.268082,,
Crawford Public Library,http://www.crawfordpubliclibrary.com,NE,41.12537,-98.268082,,
Gering Public Library,http://www.geringlibrary.org/,NE,41.12537,-98.268082,,
Hastings Public Library,http://www.hastings.lib.ne.us/,NE,41.12537,-98.268082,,
John A. Stahl Library,http://www.wplibrary.com/,NE,41.12537,-98.268082,,
Kearney Public Library,http://cityofkearney.org/index.aspx?NID=542,NE,41.12537,-98.268082,,
Keene Memorial Library,http://www.fremontne.gov/index.aspx?NID=26,NE,41.12537,-98.268082,,
La Vista Public Library,http://cityoflavista.org/index.aspx?nid=234,NE,41.12537,-98.268082,,
Lied Battle Creek Public Library,http://www.battlecreeklibrary.org/,NE,41.12537,-98.268082,,
Lied Pierce Public Librar,http://www.piercepubliclibrary.org/,NE,41.12537,-98.268082,,
Lincoln City Libraries,http://www.lincolnlibraries.org/,NE,41.12537,-98.268082,,
McCook Public Library,http://www.mccooklibrary.info/,NE,41.12537,-98.268082,,
Morrill Public Library,http://www.hiawathalibrary.org/,NE,41.12537,-98.268082,,
Neligh Public Library,http://nelighlibrary.com/,NE,41.12537,-98.268082,,
North Bend Public Library,http://info.cclsd.org/non/,NE,41.12537,-98.268082,,
Omaha Public Library,http://www.omahapubliclibrary.org/,NE,41.12537,-98.268082,,
Randolph Public Library,http://rlibrary.org/,NE,41.12537,-98.268082,,
Seward Memorial Library,http://www.sewardlibrary.org/,NE,41.12537,-98.268082,,
Sidney Public Library - Nebraska,http://libraries.ne.gov/sidney/,NE,41.12537,-98.268082,,
South Sioux City Public Library,http://www.southsiouxcity.org/department/index.php?fDD=11-0,NE,41.12537,-98.268082,,
St. Edward Public Library,http://www.megavision.net/sepl/,NE,41.12537,-98.268082,,
Sump Memorial Library,http://www.papillion.ne.us/,NEBoulder City Library,38.313515,-117.055374,,
Carson City Library,http://www.carsoncitylibrary.org/,NV,38.313515,-117.055374,,
Churchill County Library,http://www.churchillcounty.org/index.aspx?nid=160,NV,38.313515,-117.055374,,
Douglas County Public Library,http://www.douglascountynv.gov/index.aspx?NID=93,NV,38.313515,-117.055374,,
Elko - Lander - Eureka County Library System,http://www.elkocountylibrary.org/,NV,38.313515,-117.055374,,
Henderson District Public Libraries,http://www.mypubliclibrary.com/catalog/,NV,38.313515,-117.055374,,
Humboldt County Library,http://www.clan.lib.nv.us/polpac/library/clan/HCL/humtest.htm,NV,38.313515,-117.055374,,
Las Vegas-Clark County Library District,http://www.lvccld.org/,NV,38.313515,-117.055374,,
Mineral County Library,http://www.clan.lib.nv.us/polpac/library/clan/mineral.htm,NV,38.313515,-117.055374,,
Pahrump Community Library,http://www.pahrumplibrary.com/,NV,38.313515,-117.055374,,
Washoe County Library,http://www.washoecounty.us/library/,NV,38.313515,-117.055374,,
White Pine County Library,http://www.clan.lib.nv.us/polpac/library/clan/white/library.htm,NVLaconia Public Library,38.313515,-117.055374,,
Kelley Library,http://www.salem.lib.nh.us/,NH,43.452492,-71.563896,,
Londonderry Leach Library,http://londonderrynh.org/Pages/LondonderryNH_Library/Index,NH,43.452492,-71.563896,,
Portsmouth Public Library.,http://www.cityofportsmouth.com/library/,NH,43.452492,-71.563896,,
Amherst Town Library,http://www.amherst.lib.nh.us/,NH,43.452492,-71.563896,,
Ashland Town Library,http://www.ashlandtownlibrary.org/main.asp,NH,43.452492,-71.563896,,
Barrington Public Library,http://www.barringtonlibrary.org,NH,43.452492,-71.563896,,
Bedford Public Library,http://www.bedford.lib.nh.us/,NH,43.452492,-71.563896,,
Campton Public Library,http://www.camptonpubliclibrary.com/,NH,43.452492,-71.563896,,
Canaan Town Library,http://www.canaanlibrary.org/,NH,43.452492,-71.563896,,
Concord Public Library,http://www.onconcord.com/library/,NH,43.452492,-71.563896,,
Cook Memorial Library,http://tamworthlibrary.org/,NH,43.452492,-71.563896,,
Derry Public Library,http://www.derry.lib.nh.us/,NH,43.452492,-71.563896,,
Dover Public Library,http://www.dover.lib.nh.us/,NH,43.452492,-71.563896,,
Dudley-Tucker Library,http://www.raymondnh.gov/library/library.php,NH,43.452492,-71.563896,,
Dunbarton Public Library,http://users.gsinet.net/~dunlib/index.html,NH,43.452492,-71.563896,,
Durham Public Library,http://www.durhampubliclibrary.org/durham/,NH,43.452492,-71.563896,,
Exeter Public Library,http://www.exeterpl.org/,NH,43.452492,-71.563896,,
Fuller Public Library,http://www.fullerlibrary.info/,NH,43.452492,-71.563896,,
G.E.P. Dodge Library,http://www.dodgelibrary.com/,NH,43.452492,-71.563896,,
Gilford Public Library,http://www.gilfordlibrary.org/gpl/,NH,43.452492,-71.563896,,
Goffstown Library,http://www.goffstownlibrary.com/,NH,43.452492,-71.563896,,
Hampstead Public Library,http://www.hampstead.lib.nh.us/,NH,43.452492,-71.563896,,
Hollis Social Library,http://www.hollislibrary.org/,NH,43.452492,-71.563896,,
Hooksett Public Library,http://www.hooksettlibrary.org/,NH,43.452492,-71.563896,,
Hopkinton Town Library,http://www.hopkintontownlibrary.org/,NH,43.452492,-71.563896,,
Howe Library,http://www.thehowe.org/,NH,43.452492,-71.563896,,
James A. Tuttle Library,http://www.antrimnh.org/Pages/AntrimNH_Library/index,NH,43.452492,-71.563896,,
Keene Public Library,http://keenepubliclibrary.org/,NH,43.452492,-71.563896,,
Kensington Public Library,http://www.kensingtonpubliclibrary.org/,NH,43.452492,-71.563896,,
Lane Memorial Public Library,http://www.hampton.lib.nh.us/,NH,43.452492,-71.563896,,
Lebanon Public Libraries,http://www.lebanonlibrary.org/,NH,43.452492,-71.563896,,
Lee Public Library,http://www.leenh.org/Pages/LeeNH_Library/index,NH,43.452492,-71.563896,,
Lincoln Public Library.,http://www.lincoln.lib.nh.us/,NH,43.452492,-71.563896,,
Madbury Public Library,http://www.madburylibrary.org/,NH,43.452492,-71.563896,,
Madison Library,http://madisonlibrary-nh.org/,NH,43.452492,-71.563896,,
Manchester City Library,http://www.manchesternh.gov/website/library/LibraryHome/tabid/666/Default.aspx/,NH,43.452492,-71.563896,,
Nashua Public Library,http://www.nashualibrary.org/,NH,43.452492,-71.563896,,
Nesmith Library,http://www.nesmithlibrary.org/,NH,43.452492,-71.563896,,
Pelham Public Library,http://pelhampubliclibrary.org/,NH,43.452492,-71.563896,,
Peterborough Town Library,http://www.townofpeterborough.com/index.asp?Type=B_BASIC&SEC={6DF175F1-EF05-460C-B81F-FC99C0F5A4AA},NH,43.452492,-71.563896,,
Picture Chesley Memorial Library,http://www.chesleylib.com/,NH,43.452492,-71.563896,,
Plaistow Public Library,http://www.plaistowlibrary.com/plaistow/,NH,43.452492,-71.563896,,
Richards Free Library,http://www.newport.lib.nh.us/,NH,43.452492,-71.563896,,
Rochester Public Library.,http://www.rpl.lib.nh.us/,NH,43.452492,-71.563896,,
Rye Public Library,http://ryepubliclibrary.org/,NH,43.452492,-71.563896,,
Stephenson Memorial Library,http://www.greenfield-nh.gov/Public_Documents/GreenfieldNH_Library/index,NH,43.452492,-71.563896,,
Stratton Free Library,http://www.town.swanzey.nh.us/index.asp?Type=B_BASIC&SEC={6F541CB7-F910-480E-9FDE-61DEC293838C},NH,43.452492,-71.563896,,
Taylor Library,http://www.taylorlibrary.org/,NH,43.452492,-71.563896,,
Tucker Free Library,http://www.tuckerfreelibrary.org/_index.php,NH,43.452492,-71.563896,,
Tuftonboro Free Library,http://www.tuftonborolibrary.org/tboro/,NH,43.452492,-71.563896,,
Wadleigh Memorial Library,http://www.wadleighlibrary.org/,NH,43.452492,-71.563896,,
Walpole Town Library,http://www.walpoletownlibrary.org/,NH,43.452492,-71.563896,,
Weare Public Library,http://www.weare.nh.gov/library.htm,NH,43.452492,-71.563896,,
Weeks Public Library,http://www.weekslibrary.org/,NH,43.452492,-71.563896,,
Westmoreland Public Library,http://www.westmorelandtn.com/library.htm,NH,43.452492,-71.563896,,
Wilton Public and Gregg Free Library,http://www.wiltonlibrarynh.org/wilton/,NH,43.452492,-71.563896,,
Wolfeboro Public Library,http://www.wolfeboronh.us/Pages/WolfeboroNH_Library/index,NHVineland Public Library,43.452492,-71.563896,,
Hamilton Free Public Library,http://htfp.sirsi.net/uhtbin/cgisirsi/x/x/0/49,NJ,40.298904,-74.521011,,
Harrison Public Library,http://www2.youseemore.com/harrisonpl/,NJ,40.298904,-74.521011,,
Moorestown Library,http://www.moorestown.lib.nj.us/,NJ,40.298904,-74.521011,,
Morristown & Morris Township Library,http://www.jfpl.org/,NJ,40.298904,-74.521011,,
Asbury Park Public Library,http://asburyparklibrary.org,NJ,40.298904,-74.521011,,
Atlantic City Free Public Library,http://www.acfpl.org,NJ,40.298904,-74.521011,,
Atlantic County Library System,http://www.atlanticlibrary.org,NJ,40.298904,-74.521011,,
Avalon Free Public Library,http://www.avalonfreelibrary.org,NJ,40.298904,-74.521011,,
Belleville Public Library  and Information Center,http://www.bellepl.org/,NJ,40.298904,-74.521011,,
Bergenfield Public Library,http://bergenfield.bccls.org/,NJ,40.298904,-74.521011,,
Bernards Township Library,http://www.bernardslibrary.org/,NJ,40.298904,-74.521011,,
Bernardsville Public library,http://www.bernardsvillelibrary.org/,NJ,40.298904,-74.521011,,
Bloomfield Public Library,http://www.bplnj.org/,NJ,40.298904,-74.521011,,
Boonton Holmes Public Library,http://www.boontonholmeslibrary.org/,NJ,40.298904,-74.521011,,
Brielle Public Library,http://www.dreamseeker.org/njbiz/bpl/,NJ,40.298904,-74.521011,,
Burlington County Library System,http://www.bcls.lib.nj.us/,NJ,40.298904,-74.521011,,
Caldwell Public Library,http://www.caldwellpl.org/,NJ,40.298904,-74.521011,,
Camden County Library System,http://www.camdencountylibrary.org/,NJ,40.298904,-74.521011,,
Cape May County Library,http://www.cmclibrary.org/,NJ,40.298904,-74.521011,,
Cherry Hill Public Library,http://www.chplnj.org/,NJ,40.298904,-74.521011,,
Chester Library,http://chesterlib.com/,NJ,40.298904,-74.521011,,
Clarence Dillon Public Library,http://www2.youseemore.com/ClarenceDillon/default.asp,NJ,40.298904,-74.521011,,
Clark Public Library,http://www2.youseemore.com/ClarkPL/default.asp,NJ,40.298904,-74.521011,,
Collingswood Public Library,http://collingswoodlib.org/,NJ,40.298904,-74.521011,,
Cranbury Public Library,http://www.cranburypubliclibrary.org/,NJ,40.298904,-74.521011,,
Cranford Public Library,http://www.cranford.com/library/,NJ,40.298904,-74.521011,,
Denville Library,http://www.denvillelibrary.org/drupal/,NJ,40.298904,-74.521011,,
Dover Free Public Library,http://www.dfpl.org/,NJ,40.298904,-74.521011,,
East Orange Public Library,http://www.eopl.org/,NJ,40.298904,-74.521011,,
Edison Public Library,http://www.lmxac.org/edisonlib/,NJ,40.298904,-74.521011,,
Elizabeth Public Library,http://www.elizpl.org/,NJ,40.298904,-74.521011,,
Elmwood Park Public Library,http://elmwoodpark.bccls.org/,NJ,40.298904,-74.521011,,
Englewood Public Library.,http://www.englewoodlibrary.org,NJ,40.298904,-74.521011,,
Fanwood Memorial Library,http://www2.youseemore.com/fanwood/,NJ,40.298904,-74.521011,,
Florham Park Public Library,http://www.florhamparklib.org/,NJ,40.298904,-74.521011,,
Fort Lee Public Library,http://fortlee.bccls.org/,NJ,40.298904,-74.521011,,
Franklin Township Public Library,http://www.franklintwp.org/,NJ,40.298904,-74.521011,,
Free Public Library and Cultural Center of Bayonne,http://www.bayonnelibrary.org/,NJ,40.298904,-74.521011,,
Free Public Library of Audubon,http://www.audubonlibrary.org/,NJ,40.298904,-74.521011,,
Gloucester City Library,http://www.gloucestercitylibrary.org/,NJ,40.298904,-74.521011,,
Haddonfield Public Library,http://www.haddonfieldnj.org/borough_dept_library.php,NJ,40.298904,-74.521011,,
Highland Park Public Library,http://www.hpplnj.org/,NJ,40.298904,-74.521011,,
Hillsdale Free Public Library,http://myhillsdalelibrary.org/,NJ,40.298904,-74.521011,,
Hillside Public Library,http://www.hillsidepubliclibrary.org/,NJ,40.298904,-74.521011,,
Hoboken Public Library,http://hoboken.bccls.org/,NJ,40.298904,-74.521011,,
Hopewell Public Library,http://www.redlibrary.org/,NJ,40.298904,-74.521011,,
Hunterdon County Library,http://www.hclibrary.us/,NJ,40.298904,-74.521011,,
Irvington Public Library,http://www.irvingtonpubliclibrary.org/IPL/,NJ,40.298904,-74.521011,,
Jefferson Township Library,http://www.jeffersonlibrary.net/,NJ,40.298904,-74.521011,,
Jersey City Free Public Library,http://www.jclibrary.org/,NJ,40.298904,-74.521011,,
Lee Memorial Library,http://allendale.bccls.org/,NJ,40.298904,-74.521011,,
Lincoln Park Public Library,http://www.lincoln-park.lib.mi.us/,NJ,40.298904,-74.521011,,
Lindenwold Public Library,http://www.lindenwoldnj.gov/dep/library.php,NJ,40.298904,-74.521011,,
Long Hill Township Public Library,http://longhilllibrary.org/home,NJ,40.298904,-74.521011,,
Madison Public Library.,http://www.madisonnjlibrary.org/,NJ,40.298904,-74.521011,,
Mahwah Public Library,http://www.mahwahlibrary.org/,NJ,40.298904,-74.521011,,
Margaret E. Heggan Free Public Library,http://www.hegganlibrary.org/,NJ,40.298904,-74.521011,,
Margate City Public Library,http://www.margatelibrary.org/,NJ,40.298904,-74.521011,,
Maurice M. Pine Free Public Library,http://www.fairlawnlibrary.org/,NJ,40.298904,-74.521011,,
Mendham Borough Library,http://www.mendhamboroughlibrary.org/,NJ,40.298904,-74.521011,,
Mendham Township Library,http://www.mendhamtownshiplibrary.org/,NJ,40.298904,-74.521011,,
Mercer County Library,http://www.mcl.org/,NJ,40.298904,-74.521011,,
Middletown Township Public Library,http://www.mtpl.org/,NJ,40.298904,-74.521011,,
